MANDT,VBELN,POSNR,PARVW,KUNNR,LIFNR,LAND1,ADRNR
100,0001000388,000000,WE,0000010002,,CN,0000010638
100,0001000388,000000,RE,0000010002,,CN,0000026611
100,0001000388,000000,RG,0000010002,,CN,0000015535
100,0001000389,000000,AG,0000010000,,CN,0000057800
100,0001000389,000000,WE,0000010000,,CN,0000056556
100,0001000389,000000,RE,0000010000,,CN,0000051317
100,0001000389,000000,RG,0000010000,,CN,0000025736
100,0001000390,000000,AG,0000010024,,KR,0000042017
100,0001000390,000000,WE,0000010024,,KR,0000034938
100,0001000390,000000,RE,0000010024,,KR,0000088278
100,0001000390,000000,RG,0000010024,,KR,0000019832
100,0001000391,000000,AG,0000010039,,KR,0000034560
100,0001000391,000000,WE,0000010039,,KR,0000028915
100,0001000391,000000,RE,0000010039,,KR,0000026348
100,0001000391,000000,RG,0000010039,,KR,0000073362
100,0001000392,000000,AG,0000010042,,JP,0000087617
100,0001000392,000000,WE,0000010042,,JP,0000069338
100,0001000392,000000,RE,0000010042,,JP,0000065472
100,0001000392,000000,RG,0000010042,,JP,0000053172
100,0001000393,000000,AG,0000010001,,CN,0000077942
100,0001000393,000000,WE,0000010001,,CN,0000065902
100,0001000393,000000,RE,0000010001,,CN,0000050110
100,0001000393,000000,RG,0000010001,,CN,0000008334
100,0001000394,000000,AG,0000010039,,KR,0000001776
100,0001000394,000000,WE,0000010039,,KR,0000059402
100,0001000394,000000,RE,0000010039,,KR,0000036200
100,0001000394,000000,RG,0000010039,,KR,0000017919
100,0001000395,000000,AG,0000010037,,JP,0000028838
100,0001000395,000000,WE,0000010037,,JP,0000086218
100,0001000395,000000,RE,0000010037,,JP,0000060018
100,0001000395,000000,RG,0000010037,,JP,0000029623
100,0001000396,000000,AG,0000010000,,CN,0000060379
100,0001000396,000000,WE,0000010000,,CN,0000034048
100,0001000396,000000,RE,0000010000,,CN,0000035004
100,0001000396,000000,RG,0000010000,,CN,0000089166
100,0001000397,000000,AG,0000010047,,CN,0000000447
100,0001000397,000000,WE,0000010047,,CN,0000014612
100,0001000397,000000,RE,0000010047,,CN,0000036525
100,0001000397,000000,RG,0000010047,,CN,0000008120
100,0001000398,000000,AG,0000010002,,CN,0000016177
100,0001000398,000000,WE,0000010002,,CN,0000028524
100,0001000398,000000,RE,0000010002,,CN,0000052167
100,0001000398,000000,RG,0000010002,,CN,0000069349
100,0001000399,000000,AG,0000010002,,CN,0000030754
100,0001000399,000000,WE,0000010002,,CN,0000019446
100,0001000399,000000,RE,0000010002,,CN,0000022149
100,0001000399,000000,RG,0000010002,,CN,0000019763
100,0001000400,000000,AG,0000010014,,US,0000050999
100,0001000400,000000,WE,0000010014,,US,0000079579
100,0001000400,000000,RE,0000010014,,US,0000065253
100,0001000400,000000,RG,0000010014,,US,0000015833
100,0001000401,000000,AG,0000010002,,CN,0000027502
100,0001000401,000000,WE,0000010002,,CN,0000028403
100,0001000401,000000,RE,0000010002,,CN,0000090552
100,0001000401,000000,RG,0000010002,,CN,0000020024
100,0001000402,000000,AG,0000010002,,CN,0000015040
100,0001000402,000000,WE,0000010002,,CN,0000069675
100,0001000402,000000,RE,0000010002,,CN,0000007265
100,0001000402,000000,RG,0000010002,,CN,0000035594
100,0001000403,000000,AG,0000010020,,CN,0000074831
100,0001000403,000000,WE,0000010020,,CN,0000094385
100,0001000403,000000,RE,0000010020,,CN,0000062067
100,0001000403,000000,RG,0000010020,,CN,0000086095
100,0001000404,000000,AG,0000010042,,JP,0000074656
100,0001000404,000000,WE,0000010042,,JP,0000087888
100,0001000404,000000,RE,0000010042,,JP,0000011971
100,0001000404,000000,RG,0000010042,,JP,0000075528
100,0001000405,000000,AG,0000010001,,CN,0000074918
100,0001000405,000000,WE,0000010001,,CN,0000031936
100,0001000405,000000,RE,0000010001,,CN,0000098553
100,0001000405,000000,RG,0000010001,,CN,0000093907
100,0001000406,000000,AG,0000010001,,CN,0000069523
100,0001000406,000000,WE,0000010001,,CN,0000070093
100,0001000406,000000,RE,0000010001,,CN,0000081480
100,0001000406,000000,RG,0000010001,,CN,0000062280
100,0001000407,000000,AG,0000010001,,CN,0000045758
100,0001000407,000000,WE,0000010001,,CN,0000063739
100,0001000407,000000,RE,0000010001,,CN,0000049564
100,0001000407,000000,RG,0000010001,,CN,0000035690
100,0001000408,000000,AG,0000010002,,CN,0000004329
100,0001000408,000000,WE,0000010002,,CN,0000003022
100,0001000408,000000,RE,0000010002,,CN,0000053308
100,0001000408,000000,RG,0000010002,,CN,0000032017
100,0001000409,000000,AG,0000010000,,CN,0000088398
100,0001000409,000000,WE,0000010000,,CN,0000027050
100,0001000409,000000,RE,0000010000,,CN,0000055911
100,0001000409,000000,RG,0000010000,,CN,0000039284
100,0001000410,000000,AG,0000010001,,CN,0000051842
100,0001000410,000000,WE,0000010001,,CN,0000074631
100,0001000410,000000,RE,0000010001,,CN,0000079100
100,0001000410,000000,RG,0000010001,,CN,0000077213
100,0001000411,000000,AG,0000010016,,KR,0000094837
100,0001000411,000000,WE,0000010016,,KR,0000028643
100,0001000411,000000,RE,0000010016,,KR,0000075448
100,0001000411,000000,RG,0000010016,,KR,0000087689
100,0001000412,000000,AG,0000010048,,CN,0000017290
100,0001000412,000000,WE,0000010048,,CN,0000016471
100,0001000412,000000,RE,0000010048,,CN,0000004888
100,0001000412,000000,RG,0000010048,,CN,0000032039
100,0001000413,000000,AG,0000010002,,CN,0000088807
100,0001000413,000000,WE,0000010002,,CN,0000061782
100,0001000413,000000,RE,0000010002,,CN,0000000304
100,0001000413,000000,RG,0000010002,,CN,0000072795
100,0001000414,000000,AG,0000010001,,CN,0000020654
100,0001000414,000000,WE,0000010001,,CN,0000087917
100,0001000414,000000,RE,0000010001,,CN,0000097107
100,0001000414,000000,RG,0000010001,,CN,0000017791
100,0001000415,000000,AG,0000010045,,JP,0000011754
100,0001000415,000000,WE,0000010045,,JP,0000084756
100,0001000415,000000,RE,0000010045,,JP,0000086857
100,0001000415,000000,RG,0000010045,,JP,0000063871
100,0001000416,000000,AG,0000010010,,CN,0000068199
100,0001000416,000000,WE,0000010010,,CN,0000020096
100,0001000416,000000,RE,0000010010,,CN,0000081738
100,0001000416,000000,RG,0000010010,,CN,0000030642
100,0001000417,000000,AG,0000010001,,CN,0000032654
100,0001000417,000000,WE,0000010001,,CN,0000098094
100,0001000417,000000,RE,0000010001,,CN,0000007428
100,0001000417,000000,RG,0000010001,,CN,0000022749
100,0001000418,000000,AG,0000010000,,CN,0000021419
100,0001000418,000000,WE,0000010000,,CN,0000086759
100,0001000418,000000,RE,0000010000,,CN,0000017355
100,0001000418,000000,RG,0000010000,,CN,0000038362
100,0001000419,000000,AG,0000010030,,KR,0000019443
100,0001000419,000000,WE,0000010030,,KR,0000044497
100,0001000419,000000,RE,0000010030,,KR,0000066295
100,0001000419,000000,RG,0000010030,,KR,0000008401
100,0001000420,000000,AG,0000010009,,KR,0000015628
100,0001000420,000000,WE,0000010009,,KR,0000069589
100,0001000420,000000,RE,0000010009,,KR,0000060017
100,0001000420,000000,RG,0000010009,,KR,0000067308
100,0001000421,000000,AG,0000010000,,CN,0000014339
100,0001000421,000000,WE,0000010000,,CN,0000064749
100,0001000421,000000,RE,0000010000,,CN,0000013373
100,0001000421,000000,RG,0000010000,,CN,0000022632
100,0001000422,000000,AG,0000010000,,CN,0000038592
100,0001000422,000000,WE,0000010000,,CN,0000039590
100,0001000422,000000,RE,0000010000,,CN,0000058042
100,0001000422,000000,RG,0000010000,,CN,0000002428
100,0001000423,000000,AG,0000010039,,KR,0000054279
100,0001000423,000000,WE,0000010039,,KR,0000030563
100,0001000423,000000,RE,0000010039,,KR,0000035129
100,0001000423,000000,RG,0000010039,,KR,0000024247
100,0001000424,000000,AG,0000010008,,JP,0000019876
100,0001000424,000000,WE,0000010008,,JP,0000077518
100,0001000424,000000,RE,0000010008,,JP,0000041648
100,0001000424,000000,RG,0000010008,,JP,0000041394
100,0001000425,000000,AG,0000010042,,JP,0000026839
100,0001000425,000000,WE,0000010042,,JP,0000094877
100,0001000425,000000,RE,0000010042,,JP,0000014021
100,0001000425,000000,RG,0000010042,,JP,0000029234
100,0001000426,000000,AG,0000010000,,CN,0000071230
100,0001000426,000000,WE,0000010000,,CN,0000054678
100,0001000426,000000,RE,0000010000,,CN,0000070227
100,0001000426,000000,RG,0000010000,,CN,0000065471
100,0001000427,000000,AG,0000010001,,CN,0000068260
100,0001000427,000000,WE,0000010001,,CN,0000042899
100,0001000427,000000,RE,0000010001,,CN,0000096568
100,0001000427,000000,RG,0000010001,,CN,0000050819
100,0001000428,000000,AG,0000010000,,CN,0000091753
100,0001000428,000000,WE,0000010000,,CN,0000014670
100,0001000428,000000,RE,0000010000,,CN,0000011803
100,0001000428,000000,RG,0000010000,,CN,0000061743
100,0001000429,000000,AG,0000010002,,CN,0000025783
100,0001000429,000000,WE,0000010002,,CN,0000098042
100,0001000429,000000,RE,0000010002,,CN,0000021142
100,0001000429,000000,RG,0000010002,,CN,0000070680
100,0001000430,000000,AG,0000010002,,CN,0000080146
100,0001000430,000000,WE,0000010002,,CN,0000008186
100,0001000430,000000,RE,0000010002,,CN,0000007818
100,0001000430,000000,RG,0000010002,,CN,0000059127
100,0001000431,000000,AG,0000010032,,CN,0000000108
100,0001000431,000000,WE,0000010032,,CN,0000009750
100,0001000431,000000,RE,0000010032,,CN,0000024887
100,0001000431,000000,RG,0000010032,,CN,0000020324
100,0001000432,000000,AG,0000010046,,CN,0000055377
100,0001000432,000000,WE,0000010046,,CN,0000099028
100,0001000432,000000,RE,0000010046,,CN,0000082464
100,0001000432,000000,RG,0000010046,,CN,0000094812
100,0001000433,000000,AG,0000010001,,CN,0000095930
100,0001000433,000000,WE,0000010001,,CN,0000019750
100,0001000433,000000,RE,0000010001,,CN,0000091947
100,0001000433,000000,RG,0000010001,,CN,0000051222
100,0001000434,000000,AG,0000010002,,CN,0000080917
100,0001000434,000000,WE,0000010002,,CN,0000054003
100,0001000434,000000,RE,0000010002,,CN,0000055451
100,0001000434,000000,RG,0000010002,,CN,0000077368
100,0001000435,000000,AG,0000010001,,CN,0000076222
100,0001000435,000000,WE,0000010001,,CN,0000070312
100,0001000435,000000,RE,0000010001,,CN,0000069890
100,0001000435,000000,RG,0000010001,,CN,0000014001
100,0001000436,000000,AG,0000010000,,CN,0000023481
100,0001000436,000000,WE,0000010000,,CN,0000035463
100,0001000436,000000,RE,0000010000,,CN,0000070077
100,0001000436,000000,RG,0000010000,,CN,0000033118
100,0001000437,000000,AG,0000010001,,CN,0000006020
100,0001000437,000000,WE,0000010001,,CN,0000089085
100,0001000437,000000,RE,0000010001,,CN,0000045209
100,0001000437,000000,RG,0000010001,,CN,0000094399
100,0001000438,000000,AG,0000010001,,CN,0000004094
100,0001000438,000000,WE,0000010001,,CN,0000014811
100,0001000438,000000,RE,0000010001,,CN,0000082710
100,0001000438,000000,RG,0000010001,,CN,0000098320
100,0001000439,000000,AG,0000010001,,CN,0000017948
100,0001000439,000000,WE,0000010001,,CN,0000041344
100,0001000439,000000,RE,0000010001,,CN,0000055768
100,0001000439,000000,RG,0000010001,,CN,0000023365
100,0001000440,000000,AG,0000010019,,KR,0000021788
100,0001000440,000000,WE,0000010019,,KR,0000091950
100,0001000440,000000,RE,0000010019,,KR,0000078111
100,0001000440,000000,RG,0000010019,,KR,0000007387
100,0001000441,000000,AG,0000010001,,CN,0000087634
100,0001000441,000000,WE,0000010001,,CN,0000040013
100,0001000441,000000,RE,0000010001,,CN,0000022324
100,0001000441,000000,RG,0000010001,,CN,0000089296
100,0001000442,000000,AG,0000010000,,CN,0000095978
100,0001000442,000000,WE,0000010000,,CN,0000038771
100,0001000442,000000,RE,0000010000,,CN,0000014698
100,0001000442,000000,RG,0000010000,,CN,0000060457
100,0001000443,000000,AG,0000010002,,CN,0000023884
100,0001000443,000000,WE,0000010002,,CN,0000055984
100,0001000443,000000,RE,0000010002,,CN,0000004907
100,0001000443,000000,RG,0000010002,,CN,0000067238
100,0001000444,000000,AG,0000010001,,CN,0000067094
100,0001000444,000000,WE,0000010001,,CN,0000073994
100,0001000444,000000,RE,0000010001,,CN,0000014075
100,0001000444,000000,RG,0000010001,,CN,0000046694
100,0001000445,000000,AG,0000010000,,CN,0000076787
100,0001000445,000000,WE,0000010000,,CN,0000003801
100,0001000445,000000,RE,0000010000,,CN,0000090374
100,0001000445,000000,RG,0000010000,,CN,0000004841
100,0001000446,000000,AG,0000010002,,CN,0000067726
100,0001000446,000000,WE,0000010002,,CN,0000039000
100,0001000446,000000,RE,0000010002,,CN,0000081167
100,0001000446,000000,RG,0000010002,,CN,0000098446
100,0001000447,000000,AG,0000010008,,JP,0000079749
100,0001000447,000000,WE,0000010008,,JP,0000059226
100,0001000447,000000,RE,0000010008,,JP,0000010742
100,0001000447,000000,RG,0000010008,,JP,0000060572
100,0001000448,000000,AG,0000010010,,CN,0000044114
100,0001000448,000000,WE,0000010010,,CN,0000075555
100,0001000448,000000,RE,0000010010,,CN,0000001489
100,0001000448,000000,RG,0000010010,,CN,0000002971
100,0001000449,000000,AG,0000010037,,JP,0000041736
100,0001000449,000000,WE,0000010037,,JP,0000025580
100,0001000449,000000,RE,0000010037,,JP,0000016586
100,0001000449,000000,RG,0000010037,,JP,0000088256
100,0001000450,000000,AG,0000010030,,KR,0000042958
100,0001000450,000000,WE,0000010030,,KR,0000007995
100,0001000450,000000,RE,0000010030,,KR,0000017778
100,0001000450,000000,RG,0000010030,,KR,0000039235
100,0001000451,000000,AG,0000010001,,CN,0000000933
100,0001000451,000000,WE,0000010001,,CN,0000082134
100,0001000451,000000,RE,0000010001,,CN,0000043761
100,0001000451,000000,RG,0000010001,,CN,0000071376
100,0001000452,000000,AG,0000010024,,KR,0000088978
100,0001000452,000000,WE,0000010024,,KR,0000080406
100,0001000452,000000,RE,0000010024,,KR,0000005583
100,0001000452,000000,RG,0000010024,,KR,0000086511
100,0001000453,000000,AG,0000010001,,CN,0000081718
100,0001000453,000000,WE,0000010001,,CN,0000091301
100,0001000453,000000,RE,0000010001,,CN,0000060533
100,0001000453,000000,RG,0000010001,,CN,0000042380
100,0001000454,000000,AG,0000010002,,CN,0000030136
100,0001000454,000000,WE,0000010002,,CN,0000077592
100,0001000454,000000,RE,0000010002,,CN,0000041549
100,0001000454,000000,RG,0000010002,,CN,0000027711
100,0001000455,000000,AG,0000010002,,CN,0000016160
100,0001000455,000000,WE,0000010002,,CN,0000059443
100,0001000455,000000,RE,0000010002,,CN,0000034850
100,0001000455,000000,RG,0000010002,,CN,0000025762
100,0001000456,000000,AG,0000010000,,CN,0000094039
100,0001000456,000000,WE,0000010000,,CN,0000001105
100,0001000456,000000,RE,0000010000,,CN,0000079305
100,0001000456,000000,RG,0000010000,,CN,0000001633
100,0001000457,000000,AG,0000010004,,CN,0000028193
100,0001000457,000000,WE,0000010004,,CN,0000020914
100,0001000457,000000,RE,0000010004,,CN,0000035485
100,0001000457,000000,RG,0000010004,,CN,0000048659
100,0001000458,000000,AG,0000010002,,CN,0000022596
100,0001000458,000000,WE,0000010002,,CN,0000054948
100,0001000458,000000,RE,0000010002,,CN,0000013066
100,0001000458,000000,RG,0000010002,,CN,0000014141
100,0001000459,000000,AG,0000010000,,CN,0000053644
100,0001000459,000000,WE,0000010000,,CN,0000071265
100,0001000459,000000,RE,0000010000,,CN,0000076467
100,0001000459,000000,RG,0000010000,,CN,0000004087
100,0001000460,000000,AG,0000010001,,CN,0000074236
100,0001000460,000000,WE,0000010001,,CN,0000005408
100,0001000460,000000,RE,0000010001,,CN,0000097419
100,0001000460,000000,RG,0000010001,,CN,0000066758
100,0001000461,000000,AG,0000010007,,KR,0000024074
100,0001000461,000000,WE,0000010007,,KR,0000047258
100,0001000461,000000,RE,0000010007,,KR,0000018904
100,0001000461,000000,RG,0000010007,,KR,0000012170
100,0001000462,000000,AG,0000010001,,CN,0000039336
100,0001000462,000000,WE,0000010001,,CN,0000094399
100,0001000462,000000,RE,0000010001,,CN,0000073033
100,0001000462,000000,RG,0000010001,,CN,0000003160
100,0001000463,000000,AG,0000010034,,KR,0000007706
100,0001000463,000000,WE,0000010034,,KR,0000001268
100,0001000463,000000,RE,0000010034,,KR,0000065563
100,0001000463,000000,RG,0000010034,,KR,0000068881
100,0001000464,000000,AG,0000010002,,CN,0000066829
100,0001000464,000000,WE,0000010002,,CN,0000057285
100,0001000464,000000,RE,0000010002,,CN,0000035445
100,0001000464,000000,RG,0000010002,,CN,0000058858
100,0001000465,000000,AG,0000010012,,CN,0000080241
100,0001000465,000000,WE,0000010012,,CN,0000000633
100,0001000465,000000,RE,0000010012,,CN,0000000441
100,0001000465,000000,RG,0000010012,,CN,0000067654
100,0001000466,000000,AG,0000010002,,CN,0000010775
100,0001000466,000000,WE,0000010002,,CN,0000071777
100,0001000466,000000,RE,0000010002,,CN,0000055740
100,0001000466,000000,RG,0000010002,,CN,0000062919
100,0001000467,000000,AG,0000010046,,CN,0000033966
100,0001000467,000000,WE,0000010046,,CN,0000043218
100,0001000467,000000,RE,0000010046,,CN,0000065700
100,0001000467,000000,RG,0000010046,,CN,0000018550
100,0001000468,000000,AG,0000010000,,CN,0000093863
100,0001000468,000000,WE,0000010000,,CN,0000007035
100,0001000468,000000,RE,0000010000,,CN,0000012517
100,0001000468,000000,RG,0000010000,,CN,0000007676
100,0001000469,000000,AG,0000010032,,CN,0000046991
100,0001000469,000000,WE,0000010032,,CN,0000083516
100,0001000469,000000,RE,0000010032,,CN,0000025252
100,0001000469,000000,RG,0000010032,,CN,0000053948
100,0001000470,000000,AG,0000010001,,CN,0000087237
100,0001000470,000000,WE,0000010001,,CN,0000052112
100,0001000470,000000,RE,0000010001,,CN,0000014998
100,0001000470,000000,RG,0000010001,,CN,0000004156
100,0001000471,000000,AG,0000010001,,CN,0000016397
100,0001000471,000000,WE,0000010001,,CN,0000003849
100,0001000471,000000,RE,0000010001,,CN,0000085835
100,0001000471,000000,RG,0000010001,,CN,0000034668
100,0001000472,000000,AG,0000010019,,KR,0000034010
100,0001000472,000000,WE,0000010019,,KR,0000030786
100,0001000472,000000,RE,0000010019,,KR,0000045839
100,0001000472,000000,RG,0000010019,,KR,0000073182
100,0001000473,000000,AG,0000010032,,CN,0000081730
100,0001000473,000000,WE,0000010032,,CN,0000038464
100,0001000473,000000,RE,0000010032,,CN,0000062038
100,0001000473,000000,RG,0000010032,,CN,0000061222
100,0001000474,000000,AG,0000010009,,KR,0000019768
100,0001000474,000000,WE,0000010009,,KR,0000011388
100,0001000474,000000,RE,0000010009,,KR,0000044077
100,0001000474,000000,RG,0000010009,,KR,0000083519
100,0001000475,000000,AG,0000010041,,KR,0000032648
100,0001000475,000000,WE,0000010041,,KR,0000000331
100,0001000475,000000,RE,0000010041,,KR,0000087647
100,0001000475,000000,RG,0000010041,,KR,0000056235
100,0001000476,000000,AG,0000010001,,CN,0000010783
100,0001000476,000000,WE,0000010001,,CN,0000095186
100,0001000476,000000,RE,0000010001,,CN,0000024444
100,0001000476,000000,RG,0000010001,,CN,0000032393
100,0001000477,000000,AG,0000010000,,CN,0000010510
100,0001000477,000000,WE,0000010000,,CN,0000011727
100,0001000477,000000,RE,0000010000,,CN,0000036179
100,0001000477,000000,RG,0000010000,,CN,0000004252
100,0001000478,000000,AG,0000010035,,JP,0000083380
100,0001000478,000000,WE,0000010035,,JP,0000061166
100,0001000478,000000,RE,0000010035,,JP,0000068667
100,0001000478,000000,RG,0000010035,,JP,0000043078
100,0001000479,000000,AG,0000010035,,JP,0000017011
100,0001000479,000000,WE,0000010035,,JP,0000026582
100,0001000479,000000,RE,0000010035,,JP,0000088716
100,0001000479,000000,RG,0000010035,,JP,0000078083
100,0001000480,000000,AG,0000010000,,CN,0000085372
100,0001000480,000000,WE,0000010000,,CN,0000033672
100,0001000480,000000,RE,0000010000,,CN,0000087705
100,0001000480,000000,RG,0000010000,,CN,0000038426
100,0001000481,000000,AG,0000010024,,KR,0000091355
100,0001000481,000000,WE,0000010024,,KR,0000098117
100,0001000481,000000,RE,0000010024,,KR,0000018618
100,0001000481,000000,RG,0000010024,,KR,0000011724
100,0001000482,000000,AG,0000010041,,KR,0000078734
100,0001000482,000000,WE,0000010041,,KR,0000009778
100,0001000482,000000,RE,0000010041,,KR,0000002028
100,0001000482,000000,RG,0000010041,,KR,0000041471
100,0001000483,000000,AG,0000010002,,CN,0000076705
100,0001000483,000000,WE,0000010002,,CN,0000055639
100,0001000483,000000,RE,0000010002,,CN,0000016028
100,0001000483,000000,RG,0000010002,,CN,0000041951
100,0001000484,000000,AG,0000010000,,CN,0000005979
100,0001000484,000000,WE,0000010000,,CN,0000099933
100,0001000484,000000,RE,0000010000,,CN,0000088008
100,0001000484,000000,RG,0000010000,,CN,0000078455
100,0001000485,000000,AG,0000010029,,CN,0000034548
100,0001000485,000000,WE,0000010029,,CN,0000098920
100,0001000485,000000,RE,0000010029,,CN,0000085504
100,0001000485,000000,RG,0000010029,,CN,0000063005
100,0001000486,000000,AG,0000010000,,CN,0000052800
100,0001000486,000000,WE,0000010000,,CN,0000019334
100,0001000486,000000,RE,0000010000,,CN,0000059097
100,0001000486,000000,RG,0000010000,,CN,0000024372
100,0001000487,000000,AG,0000010045,,JP,0000056524
100,0001000487,000000,WE,0000010045,,JP,0000094639
100,0001000487,000000,RE,0000010045,,JP,0000066054
100,0001000487,000000,RG,0000010045,,JP,0000062284
100,0001000488,000000,AG,0000010002,,CN,0000078143
100,0001000488,000000,WE,0000010002,,CN,0000058901
100,0001000488,000000,RE,0000010002,,CN,0000056239
100,0001000488,000000,RG,0000010002,,CN,0000033735
100,0001000489,000000,AG,0000010022,,CN,0000059696
100,0001000489,000000,WE,0000010022,,CN,0000095505
100,0001000489,000000,RE,0000010022,,CN,0000027033
100,0001000489,000000,RG,0000010022,,CN,0000023628
100,0001000490,000000,AG,0000010000,,CN,0000049126
100,0001000490,000000,WE,0000010000,,CN,0000023033
100,0001000490,000000,RE,0000010000,,CN,0000013575
100,0001000490,000000,RG,0000010000,,CN,0000055684
100,0001000491,000000,AG,0000010001,,CN,0000089818
100,0001000491,000000,WE,0000010001,,CN,0000001413
100,0001000491,000000,RE,0000010001,,CN,0000004313
100,0001000491,000000,RG,0000010001,,CN,0000038169
100,0001000492,000000,AG,0000010001,,CN,0000080712
100,0001000492,000000,WE,0000010001,,CN,0000095490
100,0001000492,000000,RE,0000010001,,CN,0000080315
100,0001000492,000000,RG,0000010001,,CN,0000072096
100,0001000493,000000,AG,0000010002,,CN,0000059319
100,0001000493,000000,WE,0000010002,,CN,0000051791
100,0001000493,000000,RE,0000010002,,CN,0000084658
100,0001000493,000000,RG,0000010002,,CN,0000043402
100,0001000494,000000,AG,0000010002,,CN,0000001341
100,0001000494,000000,WE,0000010002,,CN,0000087177
100,0001000494,000000,RE,0000010002,,CN,0000093700
100,0001000494,000000,RG,0000010002,,CN,0000013538
100,0001000495,000000,AG,0000010001,,CN,0000005340
100,0001000495,000000,WE,0000010001,,CN,0000020181
100,0001000495,000000,RE,0000010001,,CN,0000049053
100,0001000495,000000,RG,0000010001,,CN,0000085456
100,0001000496,000000,AG,0000010001,,CN,0000003494
100,0001000496,000000,WE,0000010001,,CN,0000045459
100,0001000496,000000,RE,0000010001,,CN,0000073968
100,0001000496,000000,RG,0000010001,,CN,0000097862
100,0001000497,000000,AG,0000010039,,KR,0000035154
100,0001000497,000000,WE,0000010039,,KR,0000084007
100,0001000497,000000,RE,0000010039,,KR,0000012178
100,0001000497,000000,RG,0000010039,,KR,0000074234
100,0001000498,000000,AG,0000010017,,CN,0000003467
100,0001000498,000000,WE,0000010017,,CN,0000000592
100,0001000498,000000,RE,0000010017,,CN,0000074853
100,0001000498,000000,RG,0000010017,,CN,0000077738
100,0001000499,000000,AG,0000010000,,CN,0000060424
100,0001000499,000000,WE,0000010000,,CN,0000083587
100,0001000499,000000,RE,0000010000,,CN,0000018306
100,0001000499,000000,RG,0000010000,,CN,0000034201
100,0001000500,000000,AG,0000010002,,CN,0000099295
100,0001000500,000000,WE,0000010002,,CN,0000022303
100,0001000500,000000,RE,0000010002,,CN,0000077190
100,0001000500,000000,RG,0000010002,,CN,0000077276
100,0001000501,000000,AG,0000010002,,CN,0000066574
100,0001000501,000000,WE,0000010002,,CN,0000034882
100,0001000501,000000,RE,0000010002,,CN,0000052154
100,0001000501,000000,RG,0000010002,,CN,0000063211
100,0001000502,000000,AG,0000010000,,CN,0000072414
100,0001000502,000000,WE,0000010000,,CN,0000053896
100,0001000502,000000,RE,0000010000,,CN,0000024734
100,0001000502,000000,RG,0000010000,,CN,0000077200
100,0001000503,000000,AG,0000010000,,CN,0000084806
100,0001000503,000000,WE,0000010000,,CN,0000005157
100,0001000503,000000,RE,0000010000,,CN,0000002460
100,0001000503,000000,RG,0000010000,,CN,0000094002
100,0001000504,000000,AG,0000010002,,CN,0000052426
100,0001000504,000000,WE,0000010002,,CN,0000036830
100,0001000504,000000,RE,0000010002,,CN,0000052460
100,0001000504,000000,RG,0000010002,,CN,0000014536
100,0001000505,000000,AG,0000010000,,CN,0000015030
100,0001000505,000000,WE,0000010000,,CN,0000001630
100,0001000505,000000,RE,0000010000,,CN,0000084269
100,0001000505,000000,RG,0000010000,,CN,0000080901
100,0001000506,000000,AG,0000010002,,CN,0000027320
100,0001000506,000000,WE,0000010002,,CN,0000032901
100,0001000506,000000,RE,0000010002,,CN,0000079221
100,0001000506,000000,RG,0000010002,,CN,0000038315
100,0001000507,000000,AG,0000010000,,CN,0000022049
100,0001000507,000000,WE,0000010000,,CN,0000028708
100,0001000507,000000,RE,0000010000,,CN,0000035215
100,0001000507,000000,RG,0000010000,,CN,0000045266
100,0001000508,000000,AG,0000010049,,JP,0000065649
100,0001000508,000000,WE,0000010049,,JP,0000044200
100,0001000508,000000,RE,0000010049,,JP,0000082028
100,0001000508,000000,RG,0000010049,,JP,0000041020
100,0001000509,000000,AG,0000010000,,CN,0000095387
100,0001000509,000000,WE,0000010000,,CN,0000049176
100,0001000509,000000,RE,0000010000,,CN,0000010795
100,0001000509,000000,RG,0000010000,,CN,0000071072
100,0001000510,000000,AG,0000010001,,CN,0000091424
100,0001000510,000000,WE,0000010001,,CN,0000059563
100,0001000510,000000,RE,0000010001,,CN,0000085173
100,0001000510,000000,RG,0000010001,,CN,0000073676
100,0001000511,000000,AG,0000010000,,CN,0000023991
100,0001000511,000000,WE,0000010000,,CN,0000096325
100,0001000511,000000,RE,0000010000,,CN,0000024040
100,0001000511,000000,RG,0000010000,,CN,0000055133
100,0001000512,000000,AG,0000010002,,CN,0000097242
100,0001000512,000000,WE,0000010002,,CN,0000041277
100,0001000512,000000,RE,0000010002,,CN,0000083583
100,0001000512,000000,RG,0000010002,,CN,0000042291
100,0001000513,000000,AG,0000010048,,CN,0000075744
100,0001000513,000000,WE,0000010048,,CN,0000088627
100,0001000513,000000,RE,0000010048,,CN,0000001944
100,0001000513,000000,RG,0000010048,,CN,0000062203
100,0001000514,000000,AG,0000010002,,CN,0000040366
100,0001000514,000000,WE,0000010002,,CN,0000080052
100,0001000514,000000,RE,0000010002,,CN,0000034396
100,0001000514,000000,RG,0000010002,,CN,0000022495
100,0001000515,000000,AG,0000010015,,KR,0000070597
100,0001000515,000000,WE,0000010015,,KR,0000057566
100,0001000515,000000,RE,0000010015,,KR,0000024885
100,0001000515,000000,RG,0000010015,,KR,0000000262
100,0001000516,000000,AG,0000010044,,CN,0000029071
100,0001000516,000000,WE,0000010044,,CN,0000088841
100,0001000516,000000,RE,0000010044,,CN,0000014929
100,0001000516,000000,RG,0000010044,,CN,0000045055
100,0001000517,000000,AG,0000010041,,KR,0000067841
100,0001000517,000000,WE,0000010041,,KR,0000083968
