MANDT,VBELN,POSNR,MATNR,ARKTX,KWMENG,NETWR
100,1002086,10,50009,Concentrado Cu,58,304960.51999999996
100,1002087,10,50002,Concentrado Cu,25,143710.25
100,1002087,20,50009,Concentrado Cu,85,634147.6
100,1002088,10,50006,Concentrado Cu,39,237618.81
100,1002089,10,50009,Concentrado Cu,56,455777.84
100,1002089,20,50000,Concentrado Cu,20,110833.6
100,1002090,10,50006,Concentrado Cu,47,378848.2
100,1002090,20,50007,Concentrado Cu,25,167740.0
100,1002091,10,50001,Concentrado Cu,86,465929.94
100,1002092,10,50003,Concentrado Cu,88,667018.0
100,1002093,10,50008,Concentrado Cu,50,319710.5
100,1002094,10,50002,Concentrado Cu,50,402984.5
100,1002095,10,50009,Concentrado Cu,42,243905.75999999998
100,1002095,20,50005,Concentrado Cu,86,449193.48000000004
100,1002096,10,50004,Concentrado Cu,64,401729.28
100,1002097,10,50006,Concentrado Cu,91,744273.53
100,1002097,20,50003,Concentrado Cu,48,304217.76
100,1002098,10,50003,Concentrado Cu,85,551015.9
100,1002098,20,50008,Concentrado Cu,28,198891.28
100,1002099,10,50003,Concentrado Cu,98,711021.36
100,1002099,20,50007,Concentrado Cu,58,412931.0
100,1002100,10,50000,Concentrado Cu,64,503441.92
100,1002101,10,50000,Concentrado Cu,39,280423.65
100,1002102,10,50002,Concentrado Cu,47,264650.42
100,1002103,10,50004,Concentrado Cu,20,157261.8
100,1002104,10,50006,Concentrado Cu,28,194866.84
100,1002105,10,50006,Concentrado Cu,43,316084.4
100,1002106,10,50009,Concentrado Cu,89,648699.64
100,1002106,20,50007,Concentrado Cu,78,450990.54000000004
100,1002107,10,50004,Concentrado Cu,44,386556.72
100,1002108,10,50005,Concentrado Cu,93,593550.18
100,1002108,20,50008,Concentrado Cu,43,274402.35
100,1002109,10,50003,Concentrado Cu,43,342461.88999999996
100,1002110,10,50000,Concentrado Cu,20,138564.4
100,1002111,10,50001,Concentrado Cu,24,130477.20000000001
100,1002112,10,50004,Concentrado Cu,22,158293.74
100,1002113,10,50009,Concentrado Cu,74,569578.74
100,1002114,10,50003,Concentrado Cu,50,331502.0
100,1002114,20,50001,Concentrado Cu,21,182511.42
100,1002115,10,50005,Concentrado Cu,30,235902.90000000002
100,1002116,10,50001,Concentrado Cu,65,443145.3
100,1002117,10,50008,Concentrado Cu,43,330555.19
100,1002118,10,50005,Concentrado Cu,67,341241.72
100,1002118,20,50000,Concentrado Cu,55,316420.5
100,1002119,10,50003,Concentrado Cu,33,208877.46
100,1002119,20,50007,Concentrado Cu,65,492602.5
100,1002120,10,50002,Concentrado Cu,99,622608.03
100,1002121,10,50008,Concentrado Cu,70,360017.69999999995
100,1002122,10,50003,Concentrado Cu,76,654815.24
100,1002123,10,50009,Concentrado Cu,27,190305.72
100,1002124,10,50003,Concentrado Cu,79,585500.6
100,1002124,20,50007,Concentrado Cu,70,561050.7000000001
100,1002125,10,50006,Concentrado Cu,69,511337.61
100,1002125,20,50000,Concentrado Cu,86,471212.06
100,1002126,10,50009,Concentrado Cu,87,571173.27
100,1002126,20,50000,Concentrado Cu,37,274542.96
100,1002127,10,50007,Concentrado Cu,77,652086.0499999999
100,1002127,20,50005,Concentrado Cu,20,102765.40000000001
100,1002128,10,50005,Concentrado Cu,81,662718.51
100,1002129,10,50000,Concentrado Cu,48,315352.32
100,1002129,20,50007,Concentrado Cu,46,269979.06
100,1002130,10,50004,Concentrado Cu,43,382200.76999999996
100,1002131,10,50006,Concentrado Cu,97,548778.47
100,1002131,20,50007,Concentrado Cu,27,164436.47999999998
100,1002132,10,50005,Concentrado Cu,78,557474.58
100,1002133,10,50003,Concentrado Cu,60,539181.0
100,1002134,10,50000,Concentrado Cu,99,569886.5700000001
100,1002135,10,50003,Concentrado Cu,36,292893.83999999997
100,1002135,20,50007,Concentrado Cu,44,319358.6
100,1002136,10,50004,Concentrado Cu,28,194891.76
100,1002136,20,50006,Concentrado Cu,60,529023.0
100,1002137,10,50006,Concentrado Cu,71,496322.66
100,1002138,10,50009,Concentrado Cu,66,370965.54
100,1002139,10,50000,Concentrado Cu,28,242078.47999999998
100,1002139,20,50000,Concentrado Cu,98,564775.9600000001
100,1002140,10,50005,Concentrado Cu,38,279499.5
100,1002141,10,50005,Concentrado Cu,63,399710.43
100,1002142,10,50009,Concentrado Cu,65,511727.44999999995
100,1002142,20,50005,Concentrado Cu,41,307123.62
100,1002143,10,50005,Concentrado Cu,37,205383.66999999998
100,1002144,10,50002,Concentrado Cu,90,559974.6
100,1002145,10,50004,Concentrado Cu,29,152381.95
100,1002145,20,50005,Concentrado Cu,21,176739.99000000002
100,1002146,10,50004,Concentrado Cu,99,741534.75
100,1002146,20,50007,Concentrado Cu,41,319895.12
100,1002147,10,50003,Concentrado Cu,47,341170.64999999997
100,1002147,20,50008,Concentrado Cu,23,201992.44
100,1002148,10,50006,Concentrado Cu,94,789853.8
100,1002148,20,50007,Concentrado Cu,28,230993.84000000003
100,1002149,10,50005,Concentrado Cu,23,162762.72
100,1002149,20,50000,Concentrado Cu,65,492995.1
100,1002150,10,50001,Concentrado Cu,83,590501.01
100,1002151,10,50002,Concentrado Cu,36,187385.4
100,1002152,10,50006,Concentrado Cu,57,491229.42
100,1002153,10,50007,Concentrado Cu,62,320970.27999999997
100,1002153,20,50004,Concentrado Cu,87,714056.85
100,1002154,10,50002,Concentrado Cu,53,324075.39
100,1002155,10,50005,Concentrado Cu,81,718193.79
100,1002155,20,50006,Concentrado Cu,31,215755.04
100,1002156,10,50002,Concentrado Cu,40,307182.4
100,1002156,20,50005,Concentrado Cu,86,738959.2999999999
100,1002157,10,50006,Concentrado Cu,75,379218.0
100,1002158,10,50009,Concentrado Cu,84,455218.68000000005
100,1002158,20,50006,Concentrado Cu,29,222115.93
100,1002159,10,50001,Concentrado Cu,48,278264.64
100,1002159,20,50006,Concentrado Cu,74,610750.86
100,1002160,10,50007,Concentrado Cu,61,510895.74
100,1002160,20,50009,Concentrado Cu,71,467212.66
100,1002161,10,50001,Concentrado Cu,31,218492.65
100,1002161,20,50003,Concentrado Cu,37,282436.54
100,1002162,10,50004,Concentrado Cu,54,301949.64
100,1002162,20,50002,Concentrado Cu,32,269804.16
100,1002163,10,50002,Concentrado Cu,33,271930.89
100,1002163,20,50009,Concentrado Cu,81,467143.2
100,1002164,10,50009,Concentrado Cu,23,199341.92
100,1002165,10,50003,Concentrado Cu,33,224888.73
100,1002165,20,50001,Concentrado Cu,24,183516.96
100,1002166,10,50008,Concentrado Cu,75,425910.75000000006
100,1002167,10,50008,Concentrado Cu,66,460580.33999999997
100,1002168,10,50000,Concentrado Cu,67,377581.18
100,1002168,20,50007,Concentrado Cu,79,708413.54
100,1002169,10,50001,Concentrado Cu,74,605215.66
100,1002170,10,50009,Concentrado Cu,66,532515.72
100,1002171,10,50004,Concentrado Cu,33,260449.86000000002
100,1002172,10,50002,Concentrado Cu,85,684059.6
100,1002172,20,50000,Concentrado Cu,39,336819.6
100,1002173,10,50005,Concentrado Cu,35,253503.25
100,1002174,10,50006,Concentrado Cu,79,584308.49
100,1002175,10,50004,Concentrado Cu,63,331788.24
100,1002175,20,50005,Concentrado Cu,94,711077.1
100,1002176,10,50005,Concentrado Cu,72,504887.04
100,1002177,10,50009,Concentrado Cu,77,662159.96
100,1002178,10,50000,Concentrado Cu,66,492889.98
100,1002179,10,50004,Concentrado Cu,57,366535.07999999996
100,1002180,10,50002,Concentrado Cu,31,157043.21
100,1002180,20,50004,Concentrado Cu,40,202671.19999999998
100,1002181,10,50003,Concentrado Cu,53,392390.80000000005
100,1002181,20,50003,Concentrado Cu,91,580976.76
100,1002182,10,50008,Concentrado Cu,37,324861.48000000004
100,1002183,10,50000,Concentrado Cu,78,652008.24
100,1002183,20,50006,Concentrado Cu,75,460343.25
100,1002184,10,50003,Concentrado Cu,69,387052.74
100,1002184,20,50009,Concentrado Cu,36,196743.24
100,1002185,10,50005,Concentrado Cu,25,188298.5
100,1002186,10,50006,Concentrado Cu,50,282239.0
100,1002187,10,50007,Concentrado Cu,46,271605.16
100,1002187,20,50005,Concentrado Cu,40,215515.2
100,1002188,10,50008,Concentrado Cu,44,390308.6
100,1002188,20,50007,Concentrado Cu,66,424083.66000000003
100,1002189,10,50006,Concentrado Cu,48,270550.56
100,1002190,10,50002,Concentrado Cu,59,355060.23000000004
100,1002190,20,50008,Concentrado Cu,50,417802.00000000006
100,1002191,10,50007,Concentrado Cu,35,300383.64999999997
100,1002192,10,50001,Concentrado Cu,75,555573.0
100,1002193,10,50005,Concentrado Cu,96,845632.3200000001
100,1002193,20,50000,Concentrado Cu,46,300817.46
100,1002194,10,50004,Concentrado Cu,40,333281.60000000003
100,1002194,20,50003,Concentrado Cu,76,428399.08
100,1002195,10,50006,Concentrado Cu,77,652012.13
100,1002195,20,50002,Concentrado Cu,41,272132.58
100,1002196,10,50004,Concentrado Cu,91,618193.03
100,1002196,20,50009,Concentrado Cu,77,561933.68
100,1002197,10,50004,Concentrado Cu,37,236717.12
100,1002197,20,50004,Concentrado Cu,40,301127.6
100,1002198,10,50004,Concentrado Cu,47,307303.39
100,1002199,10,50005,Concentrado Cu,71,501297.63
100,1002199,20,50009,Concentrado Cu,83,709219.23
100,1002200,10,50002,Concentrado Cu,92,765906.44
100,1002200,20,50004,Concentrado Cu,29,221301.61000000002
100,1002201,10,50005,Concentrado Cu,32,268143.04
100,1002202,10,50001,Concentrado Cu,89,768484.74
100,1002203,10,50001,Concentrado Cu,73,451959.06
100,1002203,20,50009,Concentrado Cu,61,516039.26
100,1002204,10,50004,Concentrado Cu,72,459121.68
100,1002204,20,50007,Concentrado Cu,35,209316.45
100,1002205,10,50001,Concentrado Cu,64,370565.12
100,1002205,20,50002,Concentrado Cu,79,553627.26
100,1002206,10,50006,Concentrado Cu,62,408451.04
100,1002207,10,50007,Concentrado Cu,72,541010.88
100,1002208,10,50001,Concentrado Cu,34,273505.18
100,1002208,20,50007,Concentrado Cu,77,547237.46
100,1002209,10,50002,Concentrado Cu,89,556687.88
100,1002210,10,50008,Concentrado Cu,62,450212.38
100,1002210,20,50004,Concentrado Cu,57,302948.16000000003
100,1002211,10,50003,Concentrado Cu,32,258029.44
100,1002212,10,50005,Concentrado Cu,68,545844.84
100,1002213,10,50007,Concentrado Cu,54,456979.86
100,1002213,20,50004,Concentrado Cu,28,160231.12
100,1002214,10,50004,Concentrado Cu,45,327384.9
100,1002215,10,50001,Concentrado Cu,36,308777.39999999997
100,1002216,10,50007,Concentrado Cu,55,455711.3
100,1002216,20,50005,Concentrado Cu,27,158537.52000000002
100,1002217,10,50008,Concentrado Cu,97,706665.37
100,1002217,20,50004,Concentrado Cu,38,192696.48
100,1002218,10,50006,Concentrado Cu,62,324996.56
100,1002219,10,50005,Concentrado Cu,37,223706.06999999998
100,1002220,10,50002,Concentrado Cu,25,198433.25
100,1002220,20,50006,Concentrado Cu,67,561166.54
100,1002221,10,50002,Concentrado Cu,55,297880.55
100,1002222,10,50007,Concentrado Cu,20,153268.6
100,1002222,20,50007,Concentrado Cu,21,105121.37999999999
100,1002223,10,50003,Concentrado Cu,87,590245.41
100,1002224,10,50008,Concentrado Cu,71,503249.42000000004
100,1002225,10,50006,Concentrado Cu,64,347821.44
100,1002226,10,50009,Concentrado Cu,34,253519.3
100,1002226,20,50006,Concentrado Cu,70,372697.5
100,1002227,10,50000,Concentrado Cu,71,422653.77
100,1002227,20,50005,Concentrado Cu,80,458396.0
100,1002228,10,50003,Concentrado Cu,96,691481.28
100,1002228,20,50007,Concentrado Cu,38,312816.0
100,1002229,10,50009,Concentrado Cu,80,644475.2
100,1002229,20,50006,Concentrado Cu,92,549511.4
100,1002230,10,50000,Concentrado Cu,75,621666.75
100,1002231,10,50001,Concentrado Cu,28,230476.96
100,1002231,20,50008,Concentrado Cu,82,505536.56
100,1002232,10,50001,Concentrado Cu,78,648162.06
100,1002233,10,50001,Concentrado Cu,66,332775.3
100,1002233,20,50001,Concentrado Cu,37,309327.76999999996
100,1002234,10,50005,Concentrado Cu,26,173373.19999999998
100,1002235,10,50006,Concentrado Cu,75,625899.75
100,1002235,20,50005,Concentrado Cu,23,205574.92
100,1002236,10,50005,Concentrado Cu,80,666295.2000000001
100,1002237,10,50005,Concentrado Cu,54,317708.45999999996
100,1002238,10,50008,Concentrado Cu,27,206194.41
100,1002238,20,50003,Concentrado Cu,45,240606.45
100,1002239,10,50003,Concentrado Cu,29,223596.66999999998
100,1002240,10,50006,Concentrado Cu,34,280871.28
100,1002240,20,50007,Concentrado Cu,20,113108.4
100,1002241,10,50007,Concentrado Cu,44,272290.48
100,1002241,20,50007,Concentrado Cu,93,758403.84
100,1002242,10,50008,Concentrado Cu,82,691252.62
100,1002243,10,50007,Concentrado Cu,42,309920.94
100,1002244,10,50008,Concentrado Cu,26,185650.14
100,1002245,10,50006,Concentrado Cu,27,203413.13999999998
100,1002246,10,50009,Concentrado Cu,91,681463.51
100,1002247,10,50007,Concentrado Cu,52,443556.88
100,1002248,10,50001,Concentrado Cu,53,403801.69999999995
100,1002248,20,50003,Concentrado Cu,34,294693.30000000005
100,1002249,10,50009,Concentrado Cu,74,632128.7200000001
100,1002250,10,50005,Concentrado Cu,39,252977.01
100,1002251,10,50000,Concentrado Cu,99,834418.5299999999
100,1002252,10,50005,Concentrado Cu,42,372031.38
100,1002253,10,50009,Concentrado Cu,67,338336.60000000003
100,1002254,10,50007,Concentrado Cu,92,824761.6
100,1002254,20,50009,Concentrado Cu,93,690693.3300000001
100,1002255,10,50009,Concentrado Cu,35,299168.1
100,1002256,10,50008,Concentrado Cu,78,475136.22
100,1002256,20,50001,Concentrado Cu,42,249393.06
100,1002257,10,50004,Concentrado Cu,33,203518.91999999998
100,1002258,10,50003,Concentrado Cu,23,115680.34
100,1002259,10,50006,Concentrado Cu,93,804534.63
100,1002259,20,50006,Concentrado Cu,54,366128.64
100,1002260,10,50003,Concentrado Cu,50,263989.5
100,1002261,10,50006,Concentrado Cu,85,645276.65
100,1002261,20,50007,Concentrado Cu,98,864849.02
100,1002262,10,50006,Concentrado Cu,81,608983.11
100,1002262,20,50002,Concentrado Cu,69,509456.67000000004
100,1002263,10,50009,Concentrado Cu,62,484153.04
100,1002263,20,50001,Concentrado Cu,37,272695.92
100,1002264,10,50007,Concentrado Cu,39,217958.13
100,1002265,10,50009,Concentrado Cu,47,419042.6
100,1002265,20,50006,Concentrado Cu,42,255865.25999999998
100,1002266,10,50001,Concentrado Cu,74,438862.18
100,1002266,20,50003,Concentrado Cu,84,454865.88
100,1002267,10,50005,Concentrado Cu,81,635663.7
100,1002268,10,50000,Concentrado Cu,51,352069.83
100,1002269,10,50003,Concentrado Cu,55,354134.55000000005
100,1002270,10,50001,Concentrado Cu,99,639155.88
100,1002270,20,50001,Concentrado Cu,45,338332.5
100,1002271,10,50007,Concentrado Cu,69,582063.3
100,1002272,10,50000,Concentrado Cu,69,538984.53
100,1002272,20,50001,Concentrado Cu,69,534136.59
100,1002273,10,50001,Concentrado Cu,50,293800.0
100,1002274,10,50000,Concentrado Cu,92,465037.92000000004
100,1002275,10,50004,Concentrado Cu,41,208599.80000000002
100,1002276,10,50009,Concentrado Cu,88,742178.8
100,1002276,20,50003,Concentrado Cu,90,804560.3999999999
100,1002277,10,50008,Concentrado Cu,29,253530.76
100,1002278,10,50007,Concentrado Cu,66,440997.48
100,1002278,20,50007,Concentrado Cu,98,852210.9400000001
100,1002279,10,50008,Concentrado Cu,61,354899.22000000003
100,1002279,20,50002,Concentrado Cu,55,300686.64999999997
100,1002280,10,50000,Concentrado Cu,38,202503.9
100,1002281,10,50000,Concentrado Cu,20,161312.0
100,1002281,20,50007,Concentrado Cu,83,573066.86
100,1002282,10,50000,Concentrado Cu,46,262366.52
100,1002283,10,50000,Concentrado Cu,93,470417.25
100,1002284,10,50008,Concentrado Cu,80,443277.60000000003
100,1002284,20,50003,Concentrado Cu,43,334549.46
100,1002285,10,50007,Concentrado Cu,44,319920.04
100,1002286,10,50002,Concentrado Cu,61,511687.51999999996
100,1002287,10,50003,Concentrado Cu,81,543509.19
100,1002288,10,50001,Concentrado Cu,87,747230.8200000001
100,1002289,10,50004,Concentrado Cu,52,340737.8
100,1002289,20,50005,Concentrado Cu,22,119275.42
100,1002290,10,50003,Concentrado Cu,84,543268.32
100,1002291,10,50001,Concentrado Cu,90,788757.2999999999
100,1002291,20,50002,Concentrado Cu,98,578501.84
100,1002292,10,50005,Concentrado Cu,78,404331.72
100,1002292,20,50007,Concentrado Cu,77,461877.57
100,1002293,10,50004,Concentrado Cu,41,233296.97
100,1002293,20,50006,Concentrado Cu,92,787837.4
100,1002294,10,50005,Concentrado Cu,63,448234.92
100,1002295,10,50000,Concentrado Cu,45,368956.80000000005
100,1002296,10,50006,Concentrado Cu,80,427528.8
100,1002297,10,50007,Concentrado Cu,73,642567.17
100,1002298,10,50001,Concentrado Cu,86,681612.7799999999
100,1002298,20,50004,Concentrado Cu,74,536019.0
100,1002299,10,50008,Concentrado Cu,45,262144.35000000003
100,1002299,20,50006,Concentrado Cu,62,464017.3
100,1002300,10,50008,Concentrado Cu,74,576024.88
100,1002301,10,50007,Concentrado Cu,57,496201.53
100,1002301,20,50006,Concentrado Cu,67,560086.5
100,1002302,10,50005,Concentrado Cu,96,828906.24
100,1002302,20,50007,Concentrado Cu,82,552248.6799999999
100,1002303,10,50000,Concentrado Cu,79,495520.39
100,1002304,10,50007,Concentrado Cu,96,761056.3200000001
100,1002305,10,50009,Concentrado Cu,21,140064.33
100,1002306,10,50008,Concentrado Cu,79,432531.32
100,1002307,10,50006,Concentrado Cu,53,362738.36
100,1002308,10,50009,Concentrado Cu,74,619875.8
100,1002308,20,50007,Concentrado Cu,82,576386.2000000001
100,1002309,10,50004,Concentrado Cu,28,174601.0
100,1002310,10,50004,Concentrado Cu,55,395462.64999999997
100,1002311,10,50009,Concentrado Cu,48,265746.24
100,1002311,20,50008,Concentrado Cu,74,476947.01999999996
100,1002312,10,50001,Concentrado Cu,97,550507.01
100,1002313,10,50002,Concentrado Cu,85,686562.0
100,1002314,10,50000,Concentrado Cu,23,154339.89
100,1002315,10,50001,Concentrado Cu,74,532981.2999999999
100,1002315,20,50008,Concentrado Cu,98,700997.92
100,1002316,10,50004,Concentrado Cu,56,366500.95999999996
100,1002317,10,50006,Concentrado Cu,44,286069.52
100,1002318,10,50005,Concentrado Cu,78,572900.64
100,1002319,10,50006,Concentrado Cu,61,349531.22000000003
100,1002320,10,50002,Concentrado Cu,94,562767.66
100,1002321,10,50008,Concentrado Cu,52,381568.72
100,1002321,20,50002,Concentrado Cu,74,404676.4
100,1002322,10,50000,Concentrado Cu,61,488360.51
100,1002323,10,50000,Concentrado Cu,91,766341.03
100,1002324,10,50000,Concentrado Cu,80,605237.6
100,1002325,10,50000,Concentrado Cu,21,171802.68
100,1002326,10,50007,Concentrado Cu,96,695590.08
100,1002327,10,50002,Concentrado Cu,64,477098.88
100,1002327,20,50000,Concentrado Cu,33,184270.68
100,1002328,10,50008,Concentrado Cu,55,389650.25
100,1002328,20,50003,Concentrado Cu,54,434175.66
100,1002329,10,50009,Concentrado Cu,76,544457.16
100,1002330,10,50007,Concentrado Cu,29,183884.36000000002
100,1002330,20,50002,Concentrado Cu,92,713877.68
100,1002331,10,50001,Concentrado Cu,86,691387.54
100,1002332,10,50009,Concentrado Cu,52,384261.28
100,1002332,20,50001,Concentrado Cu,99,553587.21
100,1002333,10,50005,Concentrado Cu,94,596261.74
100,1002333,20,50007,Concentrado Cu,46,272831.06
100,1002334,10,50009,Concentrado Cu,82,574191.88
100,1002335,10,50005,Concentrado Cu,28,250975.19999999998
100,1002335,20,50009,Concentrado Cu,34,217104.28
100,1002336,10,50009,Concentrado Cu,91,783691.09
100,1002336,20,50000,Concentrado Cu,47,285706.89
100,1002337,10,50008,Concentrado Cu,45,331911.0
100,1002337,20,50001,Concentrado Cu,87,561783.36
100,1002338,10,50006,Concentrado Cu,62,373509.08
100,1002338,20,50009,Concentrado Cu,51,307175.55
100,1002339,10,50002,Concentrado Cu,72,508956.48
100,1002340,10,50007,Concentrado Cu,73,393762.0
100,1002340,20,50005,Concentrado Cu,32,229826.24
100,1002341,10,50004,Concentrado Cu,36,217909.08
100,1002341,20,50007,Concentrado Cu,75,609957.0
100,1002342,10,50004,Concentrado Cu,58,332162.51999999996
100,1002343,10,50005,Concentrado Cu,81,595908.9
100,1002344,10,50006,Concentrado Cu,64,520600.32
100,1002345,10,50002,Concentrado Cu,55,356129.4
100,1002346,10,50002,Concentrado Cu,100,862841.0
100,1002347,10,50005,Concentrado Cu,48,248273.27999999997
100,1002348,10,50001,Concentrado Cu,68,444447.32
100,1002348,20,50009,Concentrado Cu,46,362232.98
100,1002349,10,50002,Concentrado Cu,32,215557.44
100,1002350,10,50007,Concentrado Cu,20,107652.2
100,1002351,10,50005,Concentrado Cu,80,686561.6000000001
100,1002351,20,50006,Concentrado Cu,94,753958.02
100,1002352,10,50005,Concentrado Cu,45,298975.5
100,1002353,10,50007,Concentrado Cu,35,279971.64999999997
100,1002354,10,50000,Concentrado Cu,98,830413.78
100,1002355,10,50005,Concentrado Cu,50,301834.0
100,1002355,20,50004,Concentrado Cu,94,734476.52
100,1002356,10,50006,Concentrado Cu,24,189798.72
100,1002357,10,50003,Concentrado Cu,76,432528.92
100,1002358,10,50007,Concentrado Cu,76,574118.44
100,1002358,20,50003,Concentrado Cu,27,236931.47999999998
100,1002359,10,50008,Concentrado Cu,23,137190.17
100,1002359,20,50009,Concentrado Cu,98,774133.36
100,1002360,10,50001,Concentrado Cu,57,344187.08999999997
100,1002361,10,50003,Concentrado Cu,89,538133.1599999999
100,1002362,10,50005,Concentrado Cu,62,537321.76
100,1002363,10,50002,Concentrado Cu,63,370880.37
100,1002364,10,50000,Concentrado Cu,60,341923.8
100,1002365,10,50001,Concentrado Cu,52,440572.0800000001
100,1002365,20,50001,Concentrado Cu,75,623689.5
100,1002366,10,50000,Concentrado Cu,78,589051.32
100,1002366,20,50007,Concentrado Cu,53,414555.4
100,1002367,10,50001,Concentrado Cu,70,505309.0
100,1002368,10,50004,Concentrado Cu,81,679358.34
100,1002369,10,50003,Concentrado Cu,21,170578.59
100,1002370,10,50007,Concentrado Cu,96,518423.04
100,1002370,20,50001,Concentrado Cu,60,457073.4
100,1002371,10,50004,Concentrado Cu,91,488941.17999999993
100,1002371,20,50005,Concentrado Cu,80,581972.8
100,1002372,10,50002,Concentrado Cu,44,357052.07999999996
100,1002372,20,50000,Concentrado Cu,43,342095.53
100,1002373,10,50005,Concentrado Cu,88,494247.6
100,1002373,20,50007,Concentrado Cu,21,147749.69999999998
100,1002374,10,50000,Concentrado Cu,94,537846.38
100,1002374,20,50008,Concentrado Cu,66,448434.36
100,1002375,10,50007,Concentrado Cu,96,501208.32
100,1002375,20,50004,Concentrado Cu,78,491796.24
100,1002376,10,50007,Concentrado Cu,97,549694.15
100,1002377,10,50006,Concentrado Cu,22,188838.76
100,1002378,10,50002,Concentrado Cu,54,285423.48
100,1002378,20,50006,Concentrado Cu,27,190701.0
100,1002379,10,50004,Concentrado Cu,89,652942.27
100,1002380,10,50008,Concentrado Cu,51,255401.88
100,1002381,10,50003,Concentrado Cu,75,598999.5
100,1002381,20,50006,Concentrado Cu,81,651387.4199999999
100,1002382,10,50009,Concentrado Cu,86,581967.16
100,1002382,20,50007,Concentrado Cu,31,245171.87000000002
100,1002383,10,50007,Concentrado Cu,49,289351.86000000004
100,1002383,20,50005,Concentrado Cu,48,336295.68
100,1002384,10,50007,Concentrado Cu,61,409112.97000000003
100,1002385,10,50007,Concentrado Cu,39,203481.33000000002
100,1002386,10,50001,Concentrado Cu,34,230684.22
100,1002387,10,50003,Concentrado Cu,33,184932.99
100,1002387,20,50009,Concentrado Cu,67,548326.6599999999
100,1002388,10,50002,Concentrado Cu,48,243168.0
100,1002388,20,50002,Concentrado Cu,80,696796.7999999999
100,1002389,10,50005,Concentrado Cu,40,218342.40000000002
100,1002389,20,50005,Concentrado Cu,41,284893.01
100,1002390,10,50003,Concentrado Cu,28,236911.63999999998
100,1002391,10,50006,Concentrado Cu,46,317694.39999999997
100,1002392,10,50009,Concentrado Cu,89,617541.63
100,1002393,10,50002,Concentrado Cu,61,489449.97000000003
100,1002394,10,50009,Concentrado Cu,45,259559.09999999998
100,1002395,10,50009,Concentrado Cu,74,473681.4
100,1002395,20,50008,Concentrado Cu,63,337978.62
100,1002396,10,50000,Concentrado Cu,67,585882.17
100,1002396,20,50008,Concentrado Cu,57,456864.69
100,1002397,10,50007,Concentrado Cu,46,315881.07999999996
100,1002398,10,50000,Concentrado Cu,61,487379.63
100,1002398,20,50004,Concentrado Cu,91,564473.91
100,1002399,10,50009,Concentrado Cu,42,345723.0
100,1002399,20,50008,Concentrado Cu,48,400717.92000000004
100,1002400,10,50000,Concentrado Cu,37,204954.84
100,1002400,20,50009,Concentrado Cu,49,436207.80000000005
100,1002401,10,50007,Concentrado Cu,22,144920.6
100,1002401,20,50008,Concentrado Cu,63,500882.13
100,1002402,10,50004,Concentrado Cu,89,726719.7100000001
100,1002403,10,50003,Concentrado Cu,41,344980.56
100,1002403,20,50005,Concentrado Cu,59,314422.8
100,1002404,10,50006,Concentrado Cu,66,369688.44
100,1002404,20,50007,Concentrado Cu,26,225010.24
100,1002405,10,50001,Concentrado Cu,24,174469.91999999998
100,1002405,20,50000,Concentrado Cu,39,326703.0
100,1002406,10,50000,Concentrado Cu,22,128059.79999999999
100,1002407,10,50006,Concentrado Cu,72,604535.04
100,1002407,20,50007,Concentrado Cu,91,459761.12
100,1002408,10,50000,Concentrado Cu,78,560851.98
100,1002408,20,50003,Concentrado Cu,32,278867.2
100,1002409,10,50001,Concentrado Cu,60,504904.19999999995
100,1002410,10,50009,Concentrado Cu,83,540268.5800000001
100,1002410,20,50001,Concentrado Cu,82,504044.16000000003
100,1002411,10,50003,Concentrado Cu,77,492317.98
100,1002412,10,50005,Concentrado Cu,38,202290.71999999997
100,1002412,20,50000,Concentrado Cu,87,533976.42
100,1002413,10,50004,Concentrado Cu,42,268304.39999999997
100,1002413,20,50005,Concentrado Cu,75,657302.25
100,1002414,10,50002,Concentrado Cu,43,243447.94
100,1002414,20,50000,Concentrado Cu,61,501862.86
100,1002415,10,50007,Concentrado Cu,31,157193.25
100,1002416,10,50003,Concentrado Cu,87,454556.73
100,1002417,10,50004,Concentrado Cu,30,214972.19999999998
100,1002417,20,50002,Concentrado Cu,27,157905.99
100,1002418,10,50000,Concentrado Cu,35,271899.95
100,1002419,10,50007,Concentrado Cu,59,438909.85
100,1002419,20,50002,Concentrado Cu,43,346241.59
100,1002420,10,50006,Concentrado Cu,69,361012.82999999996
100,1002421,10,50005,Concentrado Cu,58,504318.69999999995
100,1002421,20,50006,Concentrado Cu,99,727363.89
100,1002422,10,50008,Concentrado Cu,92,640074.36
100,1002422,20,50000,Concentrado Cu,51,400340.31
100,1002423,10,50001,Concentrado Cu,94,746082.7000000001
100,1002423,20,50002,Concentrado Cu,51,290314.95
100,1002424,10,50000,Concentrado Cu,80,650136.8
100,1002425,10,50007,Concentrado Cu,66,494591.46
100,1002425,20,50002,Concentrado Cu,35,306366.2
100,1002426,10,50009,Concentrado Cu,88,614217.12
100,1002427,10,50003,Concentrado Cu,72,517918.32
100,1002427,20,50001,Concentrado Cu,44,235514.40000000002
100,1002428,10,50009,Concentrado Cu,56,403829.44
100,1002429,10,50004,Concentrado Cu,45,375177.60000000003
100,1002429,20,50007,Concentrado Cu,33,167559.48
100,1002430,10,50002,Concentrado Cu,62,420201.89999999997
100,1002430,20,50005,Concentrado Cu,54,310024.25999999995
100,1002431,10,50005,Concentrado Cu,24,196208.16
