MANDT,AUFNR,AUART,ERDAT,KTEXT,IDAT2
100,802280,PM02,2025-07-02,Mant. Preventivo 1000006,2025-07-03
100,802281,PM02,2025-07-02,Mant. Preventivo 1000006,2025-07-03
100,802282,PM02,2025-07-03,Mant. Preventivo 1000085,2025-07-04
100,802283,PM02,2025-07-03,Mant. Preventivo 1000096,2025-07-04
100,802284,PM02,2025-07-03,Mant. Preventivo 1000183,2025-07-04
100,802285,PM02,2025-07-03,Mant. Preventivo 1000177,2025-07-04
100,802286,PM02,2025-07-03,Mant. Preventivo 1000155,2025-07-04
100,802287,PM02,2025-07-03,Mant. Preventivo 1000151,2025-07-04
100,802288,PM02,2025-07-04,Mant. Preventivo 1000127,2025-07-05
100,802289,PM02,2025-07-04,Mant. Preventivo 1000028,2025-07-05
100,802290,PM02,2025-07-05,Mant. Preventivo 1000198,2025-07-06
100,802291,PM02,2025-07-05,Mant. Preventivo 1000164,2025-07-06
100,802292,PM02,2025-07-05,Mant. Preventivo 1000145,2025-07-06
100,802293,PM02,2025-07-05,Mant. Preventivo 1000169,2025-07-06
100,802294,PM02,2025-07-06,Mant. Preventivo 1000028,2025-07-07
100,802295,PM02,2025-07-06,Mant. Preventivo 1000157,2025-07-07
100,802296,PM02,2025-07-06,Mant. Preventivo 1000127,2025-07-07
100,802297,PM02,2025-07-06,Mant. Preventivo 1000168,2025-07-07
100,802298,PM02,2025-07-06,Mant. Preventivo 1000091,2025-07-07
100,802299,PM02,2025-07-07,Mant. Preventivo 1000071,2025-07-08
100,802300,PM02,2025-07-07,Mant. Preventivo 1000039,2025-07-08
100,802301,PM02,2025-07-07,Mant. Preventivo 1000066,2025-07-08
100,802302,PM02,2025-07-07,Mant. Preventivo 1000154,2025-07-08
100,802303,PM02,2025-07-08,Mant. Preventivo 1000010,2025-07-09
100,802304,PM02,2025-07-08,Mant. Preventivo 1000096,2025-07-09
100,802305,PM02,2025-07-08,Mant. Preventivo 1000182,2025-07-09
100,802306,PM02,2025-07-08,Mant. Preventivo 1000175,2025-07-09
100,802307,PM02,2025-07-08,Mant. Preventivo 1000071,2025-07-09
100,802308,PM02,2025-07-09,Mant. Preventivo 1000102,2025-07-10
100,802309,PM02,2025-07-09,Mant. Preventivo 1000104,2025-07-10
100,802310,PM02,2025-07-09,Mant. Preventivo 1000028,2025-07-10
100,802311,PM02,2025-07-09,Mant. Preventivo 1000182,2025-07-10
100,802312,PM02,2025-07-09,Mant. Preventivo 1000026,2025-07-10
100,802313,PM02,2025-07-09,Mant. Preventivo 1000190,2025-07-10
100,802314,PM02,2025-07-10,Mant. Preventivo 1000143,2025-07-11
100,802315,PM02,2025-07-10,Mant. Preventivo 1000169,2025-07-11
100,802316,PM02,2025-07-10,Mant. Preventivo 1000131,2025-07-11
100,802317,PM02,2025-07-10,Mant. Preventivo 1000049,2025-07-11
100,802318,PM02,2025-07-10,Mant. Preventivo 1000055,2025-07-11
100,802319,PM02,2025-07-10,Mant. Preventivo 1000162,2025-07-11
100,802320,PM02,2025-07-11,Mant. Preventivo 1000150,2025-07-12
100,802321,PM02,2025-07-11,Mant. Preventivo 1000192,2025-07-12
100,802322,PM02,2025-07-12,Mant. Preventivo 1000039,2025-07-13
100,802323,PM02,2025-07-12,Mant. Preventivo 1000146,2025-07-13
100,802324,PM02,2025-07-12,Mant. Preventivo 1000181,2025-07-13
100,802325,PM02,2025-07-12,Mant. Preventivo 1000067,2025-07-13
100,802326,PM02,2025-07-12,Mant. Preventivo 1000084,2025-07-13
100,802327,PM02,2025-07-13,Mant. Preventivo 1000093,2025-07-14
100,802328,PM02,2025-07-13,Mant. Preventivo 1000186,2025-07-14
100,802329,PM02,2025-07-13,Mant. Preventivo 1000003,2025-07-14
100,802330,PM02,2025-07-13,Mant. Preventivo 1000052,2025-07-14
100,802331,PM02,2025-07-13,Mant. Preventivo 1000121,2025-07-14
100,802332,PM02,2025-07-13,Mant. Preventivo 1000076,2025-07-14
100,802333,PM02,2025-07-14,Mant. Preventivo 1000016,2025-07-15
100,802334,PM02,2025-07-14,Mant. Preventivo 1000027,2025-07-15
100,802335,PM02,2025-07-14,Mant. Preventivo 1000113,2025-07-15
100,802336,PM02,2025-07-15,Mant. Preventivo 1000051,2025-07-16
100,802337,PM02,2025-07-15,Mant. Preventivo 1000118,2025-07-16
100,802338,PM02,2025-07-16,Mant. Preventivo 1000169,2025-07-17
100,802339,PM02,2025-07-16,Mant. Preventivo 1000065,2025-07-17
100,802340,PM02,2025-07-16,Mant. Preventivo 1000189,2025-07-17
100,802341,PM02,2025-07-16,Mant. Preventivo 1000148,2025-07-17
100,802342,PM02,2025-07-16,Mant. Preventivo 1000093,2025-07-17
100,802343,PM02,2025-07-17,Mant. Preventivo 1000133,2025-07-18
100,802344,PM02,2025-07-17,Mant. Preventivo 1000157,2025-07-18
100,802345,PM02,2025-07-17,Mant. Preventivo 1000087,2025-07-18
100,802346,PM02,2025-07-18,Mant. Preventivo 1000116,2025-07-19
100,802347,PM02,2025-07-18,Mant. Preventivo 1000087,2025-07-19
100,802348,PM02,2025-07-18,Mant. Preventivo 1000114,2025-07-19
100,802349,PM02,2025-07-18,Mant. Preventivo 1000091,2025-07-19
100,802350,PM02,2025-07-18,Mant. Preventivo 1000029,2025-07-19
100,802351,PM02,2025-07-18,Mant. Preventivo 1000054,2025-07-19
100,802352,PM02,2025-07-19,Mant. Preventivo 1000079,2025-07-20
100,802353,PM02,2025-07-19,Mant. Preventivo 1000108,2025-07-20
100,802354,PM02,2025-07-20,Mant. Preventivo 1000075,2025-07-21
100,802355,PM02,2025-07-20,Mant. Preventivo 1000131,2025-07-21
100,802356,PM02,2025-07-20,Mant. Preventivo 1000160,2025-07-21
100,802357,PM02,2025-07-20,Mant. Preventivo 1000104,2025-07-21
100,802358,PM02,2025-07-20,Mant. Preventivo 1000145,2025-07-21
100,802359,PM02,2025-07-20,Mant. Preventivo 1000119,2025-07-21
100,802360,PM02,2025-07-21,Mant. Preventivo 1000051,2025-07-22
100,802361,PM02,2025-07-21,Mant. Preventivo 1000091,2025-07-22
100,802362,PM02,2025-07-21,Mant. Preventivo 1000131,2025-07-22
100,802363,PM02,2025-07-21,Mant. Preventivo 1000068,2025-07-22
100,802364,PM02,2025-07-21,Mant. Preventivo 1000021,2025-07-22
100,802365,PM02,2025-07-22,Mant. Preventivo 1000026,2025-07-23
100,802366,PM02,2025-07-22,Mant. Preventivo 1000065,2025-07-23
100,802367,PM02,2025-07-23,Mant. Preventivo 1000135,2025-07-24
100,802368,PM02,2025-07-23,Mant. Preventivo 1000197,2025-07-24
100,802369,PM02,2025-07-24,Mant. Preventivo 1000042,2025-07-25
100,802370,PM02,2025-07-24,Mant. Preventivo 1000158,2025-07-25
100,802371,PM02,2025-07-25,Mant. Preventivo 1000099,2025-07-26
100,802372,PM02,2025-07-25,Mant. Preventivo 1000077,2025-07-26
100,802373,PM02,2025-07-25,Mant. Preventivo 1000150,2025-07-26
100,802374,PM02,2025-07-25,Mant. Preventivo 1000091,2025-07-26
100,802375,PM02,2025-07-25,Mant. Preventivo 1000085,2025-07-26
100,802376,PM02,2025-07-26,Mant. Preventivo 1000083,2025-07-27
100,802377,PM02,2025-07-26,Mant. Preventivo 1000177,2025-07-27
100,802378,PM02,2025-07-26,Mant. Preventivo 1000115,2025-07-27
100,802379,PM02,2025-07-26,Mant. Preventivo 1000164,2025-07-27
100,802380,PM02,2025-07-26,Mant. Preventivo 1000123,2025-07-27
100,802381,PM02,2025-07-26,Mant. Preventivo 1000195,2025-07-27
100,802382,PM02,2025-07-27,Mant. Preventivo 1000109,2025-07-28
100,802383,PM02,2025-07-27,Mant. Preventivo 1000135,2025-07-28
100,802384,PM02,2025-07-27,Mant. Preventivo 1000099,2025-07-28
100,802385,PM02,2025-07-28,Mant. Preventivo 1000144,2025-07-29
100,802386,PM02,2025-07-28,Mant. Preventivo 1000068,2025-07-29
100,802387,PM02,2025-07-28,Mant. Preventivo 1000028,2025-07-29
100,802388,PM02,2025-07-28,Mant. Preventivo 1000097,2025-07-29
100,802389,PM02,2025-07-28,Mant. Preventivo 1000111,2025-07-29
100,802390,PM02,2025-07-29,Mant. Preventivo 1000054,2025-07-30
100,802391,PM02,2025-07-29,Mant. Preventivo 1000044,2025-07-30
100,802392,PM02,2025-07-29,Mant. Preventivo 1000118,2025-07-30
100,802393,PM02,2025-07-29,Mant. Preventivo 1000037,2025-07-30
100,802394,PM02,2025-07-29,Mant. Preventivo 1000198,2025-07-30
100,802395,PM02,2025-07-29,Mant. Preventivo 1000119,2025-07-30
100,802396,PM02,2025-07-30,Mant. Preventivo 1000002,2025-07-31
100,802397,PM02,2025-07-30,Mant. Preventivo 1000134,2025-07-31
100,802398,PM02,2025-07-30,Mant. Preventivo 1000050,2025-07-31
100,802399,PM02,2025-07-30,Mant. Preventivo 1000100,2025-07-31
100,802400,PM02,2025-07-30,Mant. Preventivo 1000106,2025-07-31
100,802401,PM02,2025-07-30,Mant. Preventivo 1000177,2025-07-31
100,802402,PM02,2025-07-31,Mant. Preventivo 1000095,2025-08-01
100,802403,PM02,2025-07-31,Mant. Preventivo 1000189,2025-08-01
100,802404,PM02,2025-07-31,Mant. Preventivo 1000008,2025-08-01
100,802405,PM02,2025-07-31,Mant. Preventivo 1000112,2025-08-01
100,802406,PM02,2025-08-01,Mant. Preventivo 1000081,2025-08-02
100,802407,PM02,2025-08-01,Mant. Preventivo 1000007,2025-08-02
100,802408,PM02,2025-08-01,Mant. Preventivo 1000191,2025-08-02
100,802409,PM02,2025-08-01,Mant. Preventivo 1000025,2025-08-02
100,802410,PM02,2025-08-01,Mant. Preventivo 1000100,2025-08-02
100,802411,PM02,2025-08-01,Mant. Preventivo 1000168,2025-08-02
100,802412,PM02,2025-08-02,Mant. Preventivo 1000072,2025-08-03
100,802413,PM02,2025-08-02,Mant. Preventivo 1000053,2025-08-03
100,802414,PM02,2025-08-02,Mant. Preventivo 1000197,2025-08-03
100,802415,PM02,2025-08-02,Mant. Preventivo 1000001,2025-08-03
100,802416,PM02,2025-08-02,Mant. Preventivo 1000017,2025-08-03
100,802417,PM02,2025-08-02,Mant. Preventivo 1000175,2025-08-03
100,802418,PM02,2025-08-03,Mant. Preventivo 1000087,2025-08-04
100,802419,PM02,2025-08-03,Mant. Preventivo 1000079,2025-08-04
100,802420,PM02,2025-08-04,Mant. Preventivo 1000055,2025-08-05
100,802421,PM02,2025-08-04,Mant. Preventivo 1000144,2025-08-05
100,802422,PM02,2025-08-04,Mant. Preventivo 1000095,2025-08-05
100,802423,PM02,2025-08-05,Mant. Preventivo 1000008,2025-08-06
100,802424,PM02,2025-08-05,Mant. Preventivo 1000183,2025-08-06
100,802425,PM02,2025-08-05,Mant. Preventivo 1000062,2025-08-06
100,802426,PM02,2025-08-05,Mant. Preventivo 1000185,2025-08-06
100,802427,PM02,2025-08-05,Mant. Preventivo 1000019,2025-08-06
100,802428,PM02,2025-08-06,Mant. Preventivo 1000165,2025-08-07
100,802429,PM02,2025-08-06,Mant. Preventivo 1000108,2025-08-07
100,802430,PM02,2025-08-06,Mant. Preventivo 1000188,2025-08-07
100,802431,PM02,2025-08-07,Mant. Preventivo 1000038,2025-08-08
100,802432,PM02,2025-08-07,Mant. Preventivo 1000031,2025-08-08
100,802433,PM02,2025-08-07,Mant. Preventivo 1000053,2025-08-08
100,802434,PM02,2025-08-07,Mant. Preventivo 1000184,2025-08-08
100,802435,PM02,2025-08-07,Mant. Preventivo 1000137,2025-08-08
100,802436,PM02,2025-08-07,Mant. Preventivo 1000096,2025-08-08
100,802437,PM02,2025-08-08,Mant. Preventivo 1000082,2025-08-09
100,802438,PM02,2025-08-08,Mant. Preventivo 1000119,2025-08-09
100,802439,PM02,2025-08-08,Mant. Preventivo 1000173,2025-08-09
100,802440,PM02,2025-08-08,Mant. Preventivo 1000058,2025-08-09
100,802441,PM02,2025-08-08,Mant. Preventivo 1000182,2025-08-09
100,802442,PM02,2025-08-08,Mant. Preventivo 1000134,2025-08-09
100,802443,PM02,2025-08-09,Mant. Preventivo 1000177,2025-08-10
100,802444,PM02,2025-08-09,Mant. Preventivo 1000081,2025-08-10
100,802445,PM02,2025-08-09,Mant. Preventivo 1000091,2025-08-10
100,802446,PM02,2025-08-09,Mant. Preventivo 1000141,2025-08-10
100,802447,PM02,2025-08-09,Mant. Preventivo 1000152,2025-08-10
100,802448,PM02,2025-08-09,Mant. Preventivo 1000029,2025-08-10
100,802449,PM02,2025-08-10,Mant. Preventivo 1000175,2025-08-11
100,802450,PM02,2025-08-10,Mant. Preventivo 1000153,2025-08-11
100,802451,PM02,2025-08-11,Mant. Preventivo 1000005,2025-08-12
100,802452,PM02,2025-08-11,Mant. Preventivo 1000092,2025-08-12
100,802453,PM02,2025-08-11,Mant. Preventivo 1000178,2025-08-12
100,802454,PM02,2025-08-11,Mant. Preventivo 1000084,2025-08-12
100,802455,PM02,2025-08-11,Mant. Preventivo 1000147,2025-08-12
100,802456,PM02,2025-08-11,Mant. Preventivo 1000121,2025-08-12
100,802457,PM02,2025-08-12,Mant. Preventivo 1000176,2025-08-13
100,802458,PM02,2025-08-12,Mant. Preventivo 1000085,2025-08-13
100,802459,PM02,2025-08-12,Mant. Preventivo 1000027,2025-08-13
100,802460,PM02,2025-08-12,Mant. Preventivo 1000012,2025-08-13
100,802461,PM02,2025-08-12,Mant. Preventivo 1000116,2025-08-13
100,802462,PM02,2025-08-12,Mant. Preventivo 1000182,2025-08-13
100,802463,PM02,2025-08-13,Mant. Preventivo 1000043,2025-08-14
100,802464,PM02,2025-08-13,Mant. Preventivo 1000058,2025-08-14
100,802465,PM02,2025-08-13,Mant. Preventivo 1000191,2025-08-14
100,802466,PM02,2025-08-13,Mant. Preventivo 1000195,2025-08-14
100,802467,PM02,2025-08-13,Mant. Preventivo 1000156,2025-08-14
100,802468,PM02,2025-08-14,Mant. Preventivo 1000133,2025-08-15
100,802469,PM02,2025-08-14,Mant. Preventivo 1000017,2025-08-15
100,802470,PM02,2025-08-14,Mant. Preventivo 1000138,2025-08-15
100,802471,PM02,2025-08-15,Mant. Preventivo 1000074,2025-08-16
100,802472,PM02,2025-08-15,Mant. Preventivo 1000017,2025-08-16
100,802473,PM02,2025-08-15,Mant. Preventivo 1000022,2025-08-16
100,802474,PM02,2025-08-15,Mant. Preventivo 1000111,2025-08-16
100,802475,PM02,2025-08-15,Mant. Preventivo 1000079,2025-08-16
100,802476,PM02,2025-08-16,Mant. Preventivo 1000016,2025-08-17
100,802477,PM02,2025-08-16,Mant. Preventivo 1000174,2025-08-17
100,802478,PM02,2025-08-16,Mant. Preventivo 1000097,2025-08-17
100,802479,PM02,2025-08-16,Mant. Preventivo 1000005,2025-08-17
100,802480,PM02,2025-08-17,Mant. Preventivo 1000153,2025-08-18
100,802481,PM02,2025-08-17,Mant. Preventivo 1000002,2025-08-18
100,802482,PM02,2025-08-18,Mant. Preventivo 1000015,2025-08-19
100,802483,PM02,2025-08-18,Mant. Preventivo 1000003,2025-08-19
100,802484,PM02,2025-08-18,Mant. Preventivo 1000180,2025-08-19
100,802485,PM02,2025-08-18,Mant. Preventivo 1000068,2025-08-19
100,802486,PM02,2025-08-19,Mant. Preventivo 1000091,2025-08-20
100,802487,PM02,2025-08-19,Mant. Preventivo 1000106,2025-08-20
100,802488,PM02,2025-08-20,Mant. Preventivo 1000181,2025-08-21
100,802489,PM02,2025-08-20,Mant. Preventivo 1000022,2025-08-21
100,802490,PM02,2025-08-20,Mant. Preventivo 1000052,2025-08-21
100,802491,PM02,2025-08-20,Mant. Preventivo 1000124,2025-08-21
100,802492,PM02,2025-08-20,Mant. Preventivo 1000143,2025-08-21
100,802493,PM02,2025-08-21,Mant. Preventivo 1000052,2025-08-22
100,802494,PM02,2025-08-21,Mant. Preventivo 1000188,2025-08-22
100,802495,PM02,2025-08-22,Mant. Preventivo 1000044,2025-08-23
100,802496,PM02,2025-08-22,Mant. Preventivo 1000186,2025-08-23
100,802497,PM02,2025-08-22,Mant. Preventivo 1000068,2025-08-23
100,802498,PM02,2025-08-23,Mant. Preventivo 1000142,2025-08-24
100,802499,PM02,2025-08-23,Mant. Preventivo 1000105,2025-08-24
100,802500,PM02,2025-08-23,Mant. Preventivo 1000176,2025-08-24
100,802501,PM02,2025-08-23,Mant. Preventivo 1000034,2025-08-24
100,802502,PM02,2025-08-23,Mant. Preventivo 1000007,2025-08-24
100,802503,PM02,2025-08-24,Mant. Preventivo 1000012,2025-08-25
100,802504,PM02,2025-08-24,Mant. Preventivo 1000107,2025-08-25
100,802505,PM02,2025-08-25,Mant. Preventivo 1000004,2025-08-26
100,802506,PM02,2025-08-25,Mant. Preventivo 1000045,2025-08-26
100,802507,PM02,2025-08-25,Mant. Preventivo 1000136,2025-08-26
100,802508,PM02,2025-08-25,Mant. Preventivo 1000186,2025-08-26
100,802509,PM02,2025-08-26,Mant. Preventivo 1000129,2025-08-27
100,802510,PM02,2025-08-26,Mant. Preventivo 1000107,2025-08-27
100,802511,PM02,2025-08-26,Mant. Preventivo 1000143,2025-08-27
100,802512,PM02,2025-08-26,Mant. Preventivo 1000140,2025-08-27
100,802513,PM02,2025-08-27,Mant. Preventivo 1000153,2025-08-28
100,802514,PM02,2025-08-27,Mant. Preventivo 1000008,2025-08-28
100,802515,PM02,2025-08-27,Mant. Preventivo 1000136,2025-08-28
100,802516,PM02,2025-08-27,Mant. Preventivo 1000175,2025-08-28
100,802517,PM02,2025-08-28,Mant. Preventivo 1000006,2025-08-29
100,802518,PM02,2025-08-28,Mant. Preventivo 1000073,2025-08-29
100,802519,PM02,2025-08-28,Mant. Preventivo 1000118,2025-08-29
100,802520,PM02,2025-08-28,Mant. Preventivo 1000073,2025-08-29
100,802521,PM02,2025-08-28,Mant. Preventivo 1000109,2025-08-29
100,802522,PM02,2025-08-29,Mant. Preventivo 1000089,2025-08-30
100,802523,PM02,2025-08-29,Mant. Preventivo 1000047,2025-08-30
100,802524,PM02,2025-08-29,Mant. Preventivo 1000018,2025-08-30
100,802525,PM02,2025-08-29,Mant. Preventivo 1000099,2025-08-30
100,802526,PM02,2025-08-29,Mant. Preventivo 1000028,2025-08-30
100,802527,PM02,2025-08-30,Mant. Preventivo 1000107,2025-08-31
100,802528,PM02,2025-08-30,Mant. Preventivo 1000188,2025-08-31
100,802529,PM02,2025-08-30,Mant. Preventivo 1000135,2025-08-31
100,802530,PM02,2025-08-30,Mant. Preventivo 1000128,2025-08-31
100,802531,PM02,2025-08-30,Mant. Preventivo 1000183,2025-08-31
100,802532,PM02,2025-08-31,Mant. Preventivo 1000164,2025-09-01
100,802533,PM02,2025-08-31,Mant. Preventivo 1000053,2025-09-01
100,802534,PM02,2025-08-31,Mant. Preventivo 1000068,2025-09-01
100,802535,PM02,2025-09-01,Mant. Preventivo 1000164,2025-09-02
100,802536,PM02,2025-09-01,Mant. Preventivo 1000127,2025-09-02
100,802537,PM02,2025-09-01,Mant. Preventivo 1000061,2025-09-02
100,802538,PM02,2025-09-02,Mant. Preventivo 1000169,2025-09-03
100,802539,PM02,2025-09-02,Mant. Preventivo 1000012,2025-09-03
100,802540,PM02,2025-09-02,Mant. Preventivo 1000049,2025-09-03
100,802541,PM02,2025-09-02,Mant. Preventivo 1000088,2025-09-03
100,802542,PM02,2025-09-02,Mant. Preventivo 1000185,2025-09-03
100,802543,PM02,2025-09-03,Mant. Preventivo 1000136,2025-09-04
100,802544,PM02,2025-09-03,Mant. Preventivo 1000179,2025-09-04
100,802545,PM02,2025-09-03,Mant. Preventivo 1000198,2025-09-04
100,802546,PM02,2025-09-03,Mant. Preventivo 1000103,2025-09-04
100,802547,PM02,2025-09-04,Mant. Preventivo 1000115,2025-09-05
100,802548,PM02,2025-09-04,Mant. Preventivo 1000030,2025-09-05
100,802549,PM02,2025-09-04,Mant. Preventivo 1000072,2025-09-05
100,802550,PM02,2025-09-04,Mant. Preventivo 1000013,2025-09-05
100,802551,PM02,2025-09-04,Mant. Preventivo 1000125,2025-09-05
100,802552,PM02,2025-09-05,Mant. Preventivo 1000079,2025-09-06
100,802553,PM02,2025-09-05,Mant. Preventivo 1000011,2025-09-06
100,802554,PM02,2025-09-05,Mant. Preventivo 1000161,2025-09-06
100,802555,PM02,2025-09-05,Mant. Preventivo 1000026,2025-09-06
100,802556,PM02,2025-09-05,Mant. Preventivo 1000118,2025-09-06
100,802557,PM02,2025-09-06,Mant. Preventivo 1000134,2025-09-07
100,802558,PM02,2025-09-06,Mant. Preventivo 1000167,2025-09-07
100,802559,PM02,2025-09-06,Mant. Preventivo 1000199,2025-09-07
100,802560,PM02,2025-09-06,Mant. Preventivo 1000057,2025-09-07
100,802561,PM02,2025-09-06,Mant. Preventivo 1000071,2025-09-07
100,802562,PM02,2025-09-07,Mant. Preventivo 1000175,2025-09-08
100,802563,PM02,2025-09-07,Mant. Preventivo 1000021,2025-09-08
100,802564,PM02,2025-09-07,Mant. Preventivo 1000072,2025-09-08
100,802565,PM02,2025-09-08,Mant. Preventivo 1000001,2025-09-09
100,802566,PM02,2025-09-08,Mant. Preventivo 1000085,2025-09-09
100,802567,PM02,2025-09-09,Mant. Preventivo 1000070,2025-09-10
100,802568,PM02,2025-09-09,Mant. Preventivo 1000016,2025-09-10
100,802569,PM02,2025-09-09,Mant. Preventivo 1000080,2025-09-10
100,802570,PM02,2025-09-09,Mant. Preventivo 1000006,2025-09-10
100,802571,PM02,2025-09-09,Mant. Preventivo 1000171,2025-09-10
100,802572,PM02,2025-09-10,Mant. Preventivo 1000194,2025-09-11
100,802573,PM02,2025-09-10,Mant. Preventivo 1000131,2025-09-11
100,802574,PM02,2025-09-10,Mant. Preventivo 1000167,2025-09-11
100,802575,PM02,2025-09-11,Mant. Preventivo 1000124,2025-09-12
100,802576,PM02,2025-09-11,Mant. Preventivo 1000133,2025-09-12
100,802577,PM02,2025-09-11,Mant. Preventivo 1000164,2025-09-12
100,802578,PM02,2025-09-11,Mant. Preventivo 1000178,2025-09-12
100,802579,PM02,2025-09-11,Mant. Preventivo 1000168,2025-09-12
100,802580,PM02,2025-09-11,Mant. Preventivo 1000112,2025-09-12
100,802581,PM02,2025-09-12,Mant. Preventivo 1000068,2025-09-13
100,802582,PM02,2025-09-12,Mant. Preventivo 1000068,2025-09-13
100,802583,PM02,2025-09-12,Mant. Preventivo 1000193,2025-09-13
100,802584,PM02,2025-09-13,Mant. Preventivo 1000152,2025-09-14
100,802585,PM02,2025-09-13,Mant. Preventivo 1000046,2025-09-14
100,802586,PM02,2025-09-14,Mant. Preventivo 1000092,2025-09-15
100,802587,PM02,2025-09-14,Mant. Preventivo 1000146,2025-09-15
100,802588,PM02,2025-09-14,Mant. Preventivo 1000146,2025-09-15
100,802589,PM02,2025-09-15,Mant. Preventivo 1000172,2025-09-16
100,802590,PM02,2025-09-15,Mant. Preventivo 1000152,2025-09-16
100,802591,PM02,2025-09-15,Mant. Preventivo 1000082,2025-09-16
100,802592,PM02,2025-09-15,Mant. Preventivo 1000020,2025-09-16
100,802593,PM02,2025-09-16,Mant. Preventivo 1000108,2025-09-17
100,802594,PM02,2025-09-16,Mant. Preventivo 1000030,2025-09-17
100,802595,PM02,2025-09-16,Mant. Preventivo 1000022,2025-09-17
100,802596,PM02,2025-09-16,Mant. Preventivo 1000115,2025-09-17
100,802597,PM02,2025-09-16,Mant. Preventivo 1000005,2025-09-17
100,802598,PM02,2025-09-17,Mant. Preventivo 1000182,2025-09-18
100,802599,PM02,2025-09-17,Mant. Preventivo 1000152,2025-09-18
100,802600,PM02,2025-09-17,Mant. Preventivo 1000072,2025-09-18
100,802601,PM02,2025-09-17,Mant. Preventivo 1000012,2025-09-18
100,802602,PM02,2025-09-17,Mant. Preventivo 1000155,2025-09-18
100,802603,PM02,2025-09-17,Mant. Preventivo 1000008,2025-09-18
100,802604,PM02,2025-09-18,Mant. Preventivo 1000187,2025-09-19
100,802605,PM02,2025-09-18,Mant. Preventivo 1000120,2025-09-19
100,802606,PM02,2025-09-18,Mant. Preventivo 1000161,2025-09-19
100,802607,PM02,2025-09-18,Mant. Preventivo 1000096,2025-09-19
100,802608,PM02,2025-09-18,Mant. Preventivo 1000180,2025-09-19
100,802609,PM02,2025-09-18,Mant. Preventivo 1000061,2025-09-19
100,802610,PM02,2025-09-19,Mant. Preventivo 1000015,2025-09-20
100,802611,PM02,2025-09-19,Mant. Preventivo 1000168,2025-09-20
100,802612,PM02,2025-09-20,Mant. Preventivo 1000121,2025-09-21
100,802613,PM02,2025-09-20,Mant. Preventivo 1000059,2025-09-21
100,802614,PM02,2025-09-21,Mant. Preventivo 1000120,2025-09-22
100,802615,PM02,2025-09-21,Mant. Preventivo 1000004,2025-09-22
100,802616,PM02,2025-09-21,Mant. Preventivo 1000024,2025-09-22
100,802617,PM02,2025-09-21,Mant. Preventivo 1000197,2025-09-22
100,802618,PM02,2025-09-21,Mant. Preventivo 1000095,2025-09-22
100,802619,PM02,2025-09-22,Mant. Preventivo 1000021,2025-09-23
100,802620,PM02,2025-09-22,Mant. Preventivo 1000085,2025-09-23
100,802621,PM02,2025-09-22,Mant. Preventivo 1000067,2025-09-23
100,802622,PM02,2025-09-23,Mant. Preventivo 1000058,2025-09-24
100,802623,PM02,2025-09-23,Mant. Preventivo 1000093,2025-09-24
100,802624,PM02,2025-09-24,Mant. Preventivo 1000174,2025-09-25
100,802625,PM02,2025-09-24,Mant. Preventivo 1000100,2025-09-25
100,802626,PM02,2025-09-25,Mant. Preventivo 1000173,2025-09-26
100,802627,PM02,2025-09-25,Mant. Preventivo 1000139,2025-09-26
100,802628,PM02,2025-09-25,Mant. Preventivo 1000030,2025-09-26
100,802629,PM02,2025-09-25,Mant. Preventivo 1000037,2025-09-26
100,802630,PM02,2025-09-26,Mant. Preventivo 1000102,2025-09-27
100,802631,PM02,2025-09-26,Mant. Preventivo 1000041,2025-09-27
100,802632,PM02,2025-09-26,Mant. Preventivo 1000122,2025-09-27
100,802633,PM02,2025-09-26,Mant. Preventivo 1000054,2025-09-27
100,802634,PM02,2025-09-27,Mant. Preventivo 1000072,2025-09-28
100,802635,PM02,2025-09-27,Mant. Preventivo 1000000,2025-09-28
100,802636,PM02,2025-09-27,Mant. Preventivo 1000167,2025-09-28
100,802637,PM02,2025-09-27,Mant. Preventivo 1000018,2025-09-28
100,802638,PM02,2025-09-28,Mant. Preventivo 1000110,2025-09-29
100,802639,PM02,2025-09-28,Mant. Preventivo 1000099,2025-09-29
100,802640,PM02,2025-09-28,Mant. Preventivo 1000056,2025-09-29
100,802641,PM02,2025-09-29,Mant. Preventivo 1000011,2025-09-30
100,802642,PM02,2025-09-29,Mant. Preventivo 1000168,2025-09-30
100,802643,PM02,2025-09-30,Mant. Preventivo 1000047,2025-10-01
100,802644,PM02,2025-09-30,Mant. Preventivo 1000128,2025-10-01
100,802645,PM02,2025-09-30,Mant. Preventivo 1000119,2025-10-01
100,802646,PM02,2025-09-30,Mant. Preventivo 1000097,2025-10-01
100,802647,PM02,2025-09-30,Mant. Preventivo 1000116,2025-10-01
100,802648,PM02,2025-09-30,Mant. Preventivo 1000110,2025-10-01
100,802649,PM02,2025-10-01,Mant. Preventivo 1000104,2025-10-02
100,802650,PM02,2025-10-01,Mant. Preventivo 1000041,2025-10-02
100,802651,PM02,2025-10-01,Mant. Preventivo 1000045,2025-10-02
100,802652,PM02,2025-10-02,Mant. Preventivo 1000063,2025-10-03
100,802653,PM02,2025-10-02,Mant. Preventivo 1000037,2025-10-03
100,802654,PM02,2025-10-02,Mant. Preventivo 1000174,2025-10-03
100,802655,PM02,2025-10-03,Mant. Preventivo 1000069,2025-10-04
100,802656,PM02,2025-10-03,Mant. Preventivo 1000171,2025-10-04
